Time,Altitude,Altitude_BMP390,Temperature_BMP390,Acceleration_X_BNO085,Acceleration_Y_BNO085,Acceleration_Z_BNO085,Magnetic_X_BNO085,Magnetic_Y_BNO085,Magnetic_Z_BNO085,Gyro_X_BNO085,Gyro_Y_BNO085,Gyro_Z_BNO085,Quaternion_W_BNO085,Quaternion_X_BNO085,Quaternion_Y_BNO085,Quaternion_Z_BNO085,Acceleration_X_ICM20649,Acceleration_Y_ICM20649,Acceleration_Z_ICM20649,Gyro_X_ICM20649,Gyro_Y_ICM20649,Gyro_Z_ICM20649
843.5265625,682.1086591,344.7587013,8.135327876,3.109375,0.39453125,78.4375,-13.5,36.25,-36.9375,-0.0078125,-0.025390625,-1.107421875,0.06774902344,0.07946777344,-0.5386352539,0.8359985352,-0.5650315918,10.05564697,80.22490923,0.05542419762,0.005062787282,-1.120208302
843.5598958,702.9702023,351.6076861,8.126172253,2.91796875,-0.10546875,77.40625,-13.5,36.25,-36.9375,0.041015625,-0.033203125,-1.130859375,0.06567382813,0.08056640625,-0.5620117188,0.8205566406,7.29752666,3.73495459,89.72510142,0.004796324794,-0.005862174748,-1.16603985
843.5932291,723.8337551,357.9149088,8.130750066,2.5703125,0.0859375,76.71875,-15.375,35.0625,-35.8125,0.041015625,-0.005859375,-1.15234375,0.06567382813,0.08056640625,-0.5620117188,0.8205566406,2.5953146,3.112462158,75.29285381,-0.005062787282,-0.01065849954,-1.189488549
843.6265624,744.6856053,364.216064,8.126172253,2.37890625,-0.1796875,77.59375,-15.75,34.6875,-35.8125,0.041015625,-0.005859375,-1.15234375,0.06378173828,0.08129882813,-0.5854492188,0.8040771484,0.5650315918,-7.029376074,84.84093003,0.1231056697,0.04849617292,-1.159378288
843.6598957,765.710199,370.6089867,8.121594437,2.2265625,-0.9453125,77.94140625,-15.75,34.6875,-35.8125,0.044921875,0.03515625,-1.146484375,0.06262207031,0.08264160156,-0.6083984375,0.7868041992,13.8480624,6.665457422,67.7846374,0.1164441075,0.07967228408,-1.145522238
843.693229,786.599169,376.9084345,8.130750066,2.953125,-0.984375,71.7734375,-17.625,33.1875,-35.8125,0.021484375,-0.005859375,-1.171875,0.06262207031,0.08264160156,-0.6083984375,0.7868041992,-2.633621826,7.134720947,60.95637427,0.04023583577,-0.07807350915,-1.249709071
843.7265623,811.0995341,384.9901042,8.135327876,2.91796875,-1.17578125,53.19921875,-17.625,33.25,-36.5,0.021484375,-0.005859375,-1.171875,0.06103515625,0.08428955078,-0.6309814453,0.7687988281,2.059013428,6.138733057,31.83330527,0.05728943504,-0.1199081198,-1.237718259
843.7598956,835.9943407,392.6085503,8.126172253,3.3359375,-0.5625,30.9375,-17.625,33.25,-36.5,-0.017578125,0.005859375,-1.19921875,0.05822753906,0.08618164063,-0.6535644531,0.7496948242,4.367023828,2.710236279,6.789955908,0.0953935709,-0.05942113495,-1.284349195
843.7932289,861.4267658,400.4273174,8.130750066,3.14453125,-0.41015625,12.625,-19.1875,31.75,-35.4375,-0.025390625,-0.076171875,-1.248046875,0.05822753906,0.08618164063,-0.6535644531,0.7496948242,11.63582007,7.393294727,-2.346317627,0.03197549863,-0.1654732054,-1.239050572
843.8265622,889.7136675,409.5373183,8.126172253,2.41796875,1.390625,-8.515625,-20.6875,32,-36.1875,-0.025390625,-0.076171875,-1.248046875,0.05407714844,0.08715820313,-0.6765136719,0.7292480469,6.751648682,-9.184157568,-4.702212061,0.2400827022,-0.08340275892,-1.379209841
843.8598955,913.529192,415.9666911,8.139905682,1.5390625,1.08203125,-7.87109375,-20.6875,32,-36.1875,-0.01953125,-0.1328125,-1.26953125,0.04858398438,0.08721923828,-0.6994018555,0.7077026367,-7.249642627,-4.520252734,-15.4282355,0.1889219044,0.1223062822,-1.235853022
843.8932288,933.1604855,421.1925131,8.130750066,0.1953125,0.5078125,-6.828125,-21.4375,30.5625,-35.4375,-0.005859375,-0.078125,-1.23046875,0.04858398438,0.08721923828,-0.6994018555,0.7077026367,-12.75630645,-5.181052393,34.58184878,0.3133598865,0.0836692214,-1.192153174
